EVENT DATE,Program,MUNICIPALITY,REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
2018-01-15,Industrial Health & Safety Program,Peterborough,Eastern,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2018-01-15,Industrial Health & Safety Program,Toronto,Central East,111110.0,Soybean Farming,FARM,Farming,1 to 5
2018-01-15,Industrial Health & Safety Program,North York,Central East,326121.0,Unlaminated Plastic Profile Shape Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2018-01-15,Industrial Health & Safety Program,Newmarket,Central West,493110.0,General Warehousing and Storage,INDS,Industrial Services,20 to 49
2019-01-15,Industrial Health & Safety Program,Whitby,Central East,332999.0,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,50 or More
2019-01-15,Industrial Health & Safety Program,Niagara Falls,South Western,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,20 to 49
2019-01-15,Industrial Health & Safety Program,Mississauga,Central West,722310.0,Food Service Contractors,FOOD,"Food, Beverage & Tobacco",50 or More
2019-01-15,Health Care Health & Safety Program,Scarborough,Central East,623999.0,All Other Residential Care Facilities,POAA,Professional Offices & Agencies,50 or More
2019-01-15,Industrial Health & Safety Program,Orillia,Central West,913140.0,Municipal Fire-Fighting Services,FIRE,Fire Fighting,20 to 49
2019-01-15,Industrial Health & Safety Program,Bradford,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2019-01-15,Industrial Health & Safety Program,Whitby,Central East,445291.0,Baked Goods Stores,FOOD,"Food, Beverage & Tobacco",50 or More
2019-01-15,Industrial Health & Safety Program,Petrolia,Western,334310.0,Audio and Video Equipment Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2019-01-15,Industrial Health & Safety Program,Petrolia,Western,415290.0,Other new motor vehicle parts and accessories merchant wholesalers,WHLS,Wholesalers,6 to 19
2019-01-15,Construction Health & Safety Program,Port Elgin,Western,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",TREN,Trenching,50 or More
2019-01-15,Health Care Health & Safety Program,Brampton,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2020-01-15,Industrial Health & Safety Program,Sudbury,Northern,339990.0,All Other Miscellaneous Manufacturing,NECI,NEC - Industrial,20 to 49
2020-01-15,Industrial Health & Safety Program,Scarborough,Central East,237310.0,"Highway, Street and Bridge Construction",CONY,Construction Premises,50 or More
2021-01-15,Industrial Health & Safety Program,Toronto,Central East,722512.0,Limited-service eating places,REST,Restaurants,50 or More
2021-01-15,Industrial Health & Safety Program,HAMILTON,South Western,721113.0,Resorts,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2021-01-15,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-01-15,Construction Health & Safety Program,Woodstock,Western,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,6 to 19
2021-01-15,Industrial Health & Safety Program,Richmond Hill,Central West,721113.0,Resorts,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2021-01-15,Industrial Health & Safety Program,Toronto,Central East,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2021-01-15,Industrial Health & Safety Program,Toronto,Central East,445310.0,"Beer, Wine and Liquor Stores",RETL,Retail,6 to 19
2022-01-15,Construction Health & Safety Program,North Bay,Northern,237130.0,Power and Communication Line and Related Structures Construction,EXCA,Excavation,6 to 19
2023-01-15,Industrial Health & Safety Program,Parry Sound,Northern,332311.0,Prefabricated Metal Building and Component Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
2023-01-15,Industrial Health & Safety Program,Arnprior,Eastern,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2017-02-15,Industrial Health & Safety Program,Hamilton,South Western,332510.0,Hardware Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2017-02-15,Industrial Health & Safety Program,BARRIE,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-02-15,Construction Health & Safety Program,Mississauga,Central West,237310.0,"Highway, Street and Bridge Construction",ROAD,Highway & Road Construction,20 to 49
2017-02-15,Industrial Health & Safety Program,Chapleau,Northern,111422.0,Floriculture Production,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2017-02-15,Industrial Health & Safety Program,Toronto,Central East,493190.0,Other Warehousing and Storage,TRAN,Transportation,50 or More
2017-02-15,Industrial Health & Safety Program,GUELPH,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-02-15,Industrial Health & Safety Program,KITCHENER,Western,311814.0,Commercial Bakeries and Frozen Bakery Product Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2017-02-15,Construction Health & Safety Program,Bowmanville,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2017-02-15,Industrial Health & Safety Program,Hamilton,South Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2017-02-15,Industrial Health & Safety Program,Huntsville,Eastern,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,20 to 49
2017-02-15,Construction Health & Safety Program,Toronto,Central East,238910.0,Site Preparation Contractors,ASB3,Asbestos Removal - Type 3,50 or More
2017-02-15,Industrial Health & Safety Program,Sudbury,Northern,445310.0,"Beer, Wine and Liquor Stores",RETL,Retail,6 to 19
2017-02-15,Mining Health & Safety Program,Thunder Bay,Northern,212220.0,Gold and Silver Ore Mining,NECM,NEC - Mining,50 or More
2018-02-15,Industrial Health & Safety Program,North York,Central East,444110.0,Home Centres,WHLS,Wholesalers,6 to 19
2018-02-15,Industrial Health & Safety Program,Brampton,Central East,512130.0,Motion picture and video exhibition,FLTV,Film & TV,50 or More
2018-02-15,Industrial Health & Safety Program,Pickering,Central East,339920.0,Sporting and Athletic Goods Manufacturing,NECI,NEC - Industrial,50 or More
2018-02-15,Construction Health & Safety Program,Nanticoke,South Western,237990.0,Other Heavy and Civil Engineering Construction,RAIL,Railway,50 or More
2018-02-15,Industrial Health & Safety Program,Scarborough,Central East,314910.0,Textile Bag and Canvas Mills,TEXT,"Textiles, Printing",50 or More
2018-02-15,Construction Health & Safety Program,Scarborough,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2018-02-15,Industrial Health & Safety Program,Maxville,Eastern,611710.0,Educational Support Services,EDUC,Education,6 to 19
2018-02-15,Health Care Health & Safety Program,YORK,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2018-02-15,Industrial Health & Safety Program,Etobicoke,Central East,326121.0,Unlaminated Plastic Profile Shape Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2018-02-15,Industrial Health & Safety Program,BARRIE,Central West,493110.0,General Warehousing and Storage,RETL,Retail,6 to 19
2018-02-15,Industrial Health & Safety Program,Woodbridge,Central West,811199.0,All Other Automotive Repair and Maintenance,AUTO,Automotive,20 to 49
2018-02-15,Industrial Health & Safety Program,Toronto,Central East,333110.0,Agricultural Implement Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2018-02-15,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-02-15,Industrial Health & Safety Program,Windsor,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2018-02-15,Construction Health & Safety Program,BRANTFORD,South Western,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2018-02-15,Industrial Health & Safety Program,Niagara Falls,South Western,551113.0,Holding Companies,OFFS,Offices & Related Services,50 or More
2019-02-15,Industrial Health & Safety Program,Oxford Centre,Western,444110.0,Home Centres,FABR,Wood & Metal Fabrication,20 to 49
2019-02-15,Industrial Health & Safety Program,River Canard,Western,339990.0,All Other Miscellaneous Manufacturing,AUTO,Automotive,50 or More
2019-02-15,Industrial Health & Safety Program,Ottawa South,Eastern,413220.0,Alcoholic beverage merchant wholesalers,WHLS,Wholesalers,50 or More
2019-02-15,Industrial Health & Safety Program,Perth,Eastern,561110.0,Office Administrative Services,OFFS,Offices & Related Services,50 or More
2019-02-15,Construction Health & Safety Program,Niagara-on-the-Lake,South Western,237130.0,Power and Communication Line and Related Structures Construction,GAS,Gas Service Connection,6 to 19
2019-02-15,Health Care Health & Safety Program,Whitby,Central East,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2019-02-15,Industrial Health & Safety Program,Toronto,Central East,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2019-02-15,Health Care Health & Safety Program,Vaughan,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2019-02-15,Industrial Health & Safety Program,CAMBRIDGE,Western,335311.0,"Power, Distribution and Specialty Transformers Manufacturing",ELEC,Electrical & Electronics,50 or More
2019-02-15,Industrial Health & Safety Program,Toronto,Central East,811412.0,Appliance Repair and Maintenance,UTIL,Utilities,50 or More
2019-02-15,Industrial Health & Safety Program,GUELPH,Western,326111.0,Plastic Bag and Pouch Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2019-02-15,Industrial Health & Safety Program,Toronto,Central East,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,20 to 49
2020-02-15,Industrial Health & Safety Program,Simcoe,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-02-15,Industrial Health & Safety Program,Ottawa,Central East,912130.0,Provincial Police Services,PLCE,Police,50 or More
2021-02-15,Industrial Health & Safety Program,Scarborough,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,20 to 49
2021-02-15,Industrial Health & Safety Program,Burlington,Central East,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2022-02-15,Construction Health & Safety Program,CAMBRIDGE,Western,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2022-02-15,Industrial Health & Safety Program,Moorefield,Western,611310.0,Universities,EDUC,Education,50 or More
2022-02-15,Health Care Health & Safety Program,Cambridge,Western,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2022-02-15,Industrial Health & Safety Program,Windsor,Western,447110.0,Gasoline Stations with Convenience Stores,NECI,NEC - Industrial,1 to 5
2022-02-15,Health Care Health & Safety Program,LONDON,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2022-02-15,Industrial Health & Safety Program,LONDON,Western,721111.0,Hotels,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2022-02-15,Industrial Health & Safety Program,LONDON,Western,326111.0,Plastic Bag and Pouch Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2022-02-15,Industrial Health & Safety Program,Markham,Central West,115210.0,Support Activities for Animal Production,AGRI,Agricultural Services,6 to 19
2022-02-15,Construction Health & Safety Program,Brockville,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2022-02-15,Health Care Health & Safety Program,Parkhill,Western,623999.0,All Other Residential Care Facilities,HFRC,Homes for Residential Care,20 to 49
2022-02-15,Construction Health & Safety Program,LONDON,Western,237130.0,Power and Communication Line and Related Structures Construction,GAS,Gas Service Connection,1 to 5
2022-02-15,Industrial Health & Safety Program,Toronto,Central East,336350.0,Motor Vehicle Transmission and Power Train Parts Manufacturing,AUTO,Automotive,50 or More
2022-02-15,Industrial Health & Safety Program,Whitby,Central East,236220.0,Commercial and Institutional Building Construction,CONY,Construction Premises,1 to 5
2023-02-15,Industrial Health & Safety Program,KITCHENER,Western,331511.0,Iron Foundries,STEL,Primary Metals,50 or More
2023-02-15,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2023-02-15,Industrial Health & Safety Program,Oshawa,Central East,335990.0,All Other Electrical Equipment and Component Manufacturing,FABR,Wood & Metal Fabrication,1 to 5
2023-02-15,Industrial Health & Safety Program,Oakville,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2023-02-15,Industrial Health & Safety Program,Vaughan,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2023-02-15,Industrial Health & Safety Program,North York,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,FOOD,"Food, Beverage & Tobacco",50 or More
2023-02-15,Health Care Health & Safety Program,Etobicoke,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-02-15,Industrial Health & Safety Program,Bramalea,Central West,493120.0,Refrigerated Warehousing and Storage,TRAN,Transportation,6 to 19
2023-02-15,Construction Health & Safety Program,Mississauga,Central West,237130.0,Power and Communication Line and Related Structures Construction,TELE,Telephone,6 to 19
2023-02-15,Health Care Health & Safety Program,Brampton,Central West,623999.0,All Other Residential Care Facilities,HFNC,Homes for Nursing Care,50 or More
2023-02-15,Industrial Health & Safety Program,Whitby,Central East,336390.0,Other motor vehicle parts manufacturing,AUTO,Automotive,50 or More
2023-02-15,Mining Health & Safety Program,BRANTFORD,South Western,212232.0,Nickel-Copper Ore Mining,UMIN,Underground Mines,50 or More
2023-02-15,Construction Health & Safety Program,Toronto,Central East,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2023-02-15,Industrial Health & Safety Program,Lively,Northern,912140.0,Provincial Fire-Fighting Services,FIRE,Fire Fighting,20 to 49
2017-03-15,Health Care Health & Safety Program,Toronto,Central East,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2017-03-15,Health Care Health & Safety Program,Wallenstein,South Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-03-15,Construction Health & Safety Program,Thunder Bay,Northern,237130.0,Power and Communication Line and Related Structures Construction,POWP,Hydroelectric Power Plants & Rel,50 or More
2017-03-15,Industrial Health & Safety Program,Toronto,Central East,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,FABR,Wood & Metal Fabrication,1 to 5
2017-03-15,Industrial Health & Safety Program,Stratford,Western,452991.0,Home and Auto Supplies Stores,RETL,Retail,50 or More
2017-03-15,Construction Health & Safety Program,Vaughan,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,6 to 19
2017-03-15,Industrial Health & Safety Program,Brampton,Central West,561440.0,Collection Agencies,NECI,NEC - Industrial,50 or More
2018-03-15,Industrial Health & Safety Program,Corunna,Western,325320.0,Pesticide and Other Agricultural Chemical Manufacturing,CHEM,"Chemical, Rubber & Plastics",20 to 49
2018-03-15,Industrial Health & Safety Program,Durham,Western,326193.0,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
2018-03-15,Industrial Health & Safety Program,North Bay,Northern,452991.0,Home and Auto Supplies Stores,VEHS,Vehicle Sales & Service,50 or More
2018-03-15,Construction Health & Safety Program,Petrolia,Western,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2018-03-15,Industrial Health & Safety Program,KIRKLAND LAKE,Northern,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2019-03-15,Industrial Health & Safety Program,Nepean,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-03-15,Mining Health & Safety Program,Markham,Central West,212220.0,Gold and Silver Ore Mining,SMLT,Smelters,50 or More
2019-03-15,Industrial Health & Safety Program,North York,Central East,441310.0,Automotive Parts and Accessories Stores,VEHS,Vehicle Sales & Service,50 or More
2019-03-15,Industrial Health & Safety Program,Alton,Central West,713940.0,Fitness and Recreational Sports Centres,SERV,"Tourism, Hospitality & Recreational Services",6 to 19
2019-03-15,Construction Health & Safety Program,Mississauga,Central West,237310.0,"Highway, Street and Bridge Construction",PAVE,Asphalt Paving,1 to 5
2019-03-15,Industrial Health & Safety Program,Orillia,Central West,531320.0,Offices of Real Estate Appraisers,OFFS,Offices & Related Services,50 or More
2020-03-15,Industrial Health & Safety Program,KINGSTON,Eastern,441110.0,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
2020-03-15,Industrial Health & Safety Program,London,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-03-15,Construction Health & Safety Program,Maple,Central West,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2020-03-15,Industrial Health & Safety Program,KITCHENER,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-03-15,Industrial Health & Safety Program,Brockville,Eastern,311814.0,Commercial Bakeries and Frozen Bakery Product Manufacturing,NECI,NEC - Industrial,6 to 19
2021-03-15,Industrial Health & Safety Program,Still River,Northern,311420.0,"Fruit and Vegetable Canning, Pickling and Drying",FOOD,"Food, Beverage & Tobacco",50 or More
2021-03-15,Mining Health & Safety Program,Pontypool,Central East,236210.0,Industrial Building and Structure Construction,OPIT,Open Pit Mines,50 or More
2021-03-15,Industrial Health & Safety Program,Trenton,Eastern,324121.0,Asphalt Paving Mixture and Block Manufacturing,INDS,Industrial Services,50 or More
2021-03-15,Industrial Health & Safety Program,Port Dover,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-03-15,Industrial Health & Safety Program,Toronto,Central East,332720.0,"Turned product and screw, nut and bolt manufacturing",FABR,Wood & Metal Fabrication,50 or More
2021-03-15,Health Care Health & Safety Program,Sault Ste. Marie,Northern,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-03-15,Industrial Health & Safety Program,Toronto,Central East,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2021-03-15,Industrial Health & Safety Program,Alliston,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,1 to 5
2021-03-15,Industrial Health & Safety Program,Courtice,Central East,611690.0,All Other Schools and Instruction,EDUC,Education,50 or More
2021-03-15,Industrial Health & Safety Program,Scarborough,Central East,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,CONY,Construction Premises,1 to 5
2021-03-15,Industrial Health & Safety Program,Woodstock,Western,561110.0,Office Administrative Services,OFFS,Offices & Related Services,6 to 19
2021-03-15,Industrial Health & Safety Program,Vaughan,Central West,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2022-03-15,Industrial Health & Safety Program,Georgetown,South Western,712190.0,Nature Parks and Other Similar Institutions,INDS,Industrial Services,50 or More
2022-03-15,Construction Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2022-03-15,Construction Health & Safety Program,Windsor,Western,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,6 to 19
2022-03-15,Construction Health & Safety Program,Brampton,Central West,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2022-03-15,Health Care Health & Safety Program,Ottawa,Eastern,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2022-03-15,Industrial Health & Safety Program,Toronto,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2022-03-15,Construction Health & Safety Program,Dunnville,South Western,237990.0,Other Heavy and Civil Engineering Construction,SUBW,Subway,6 to 19
2022-03-15,Construction Health & Safety Program,Toronto,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,20 to 49
2022-03-15,Industrial Health & Safety Program,Port McNicoll,Central West,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2022-03-15,Industrial Health & Safety Program,Sudbury,Northern,311990.0,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2022-03-15,Industrial Health & Safety Program,Sudbury,Northern,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2023-03-15,Industrial Health & Safety Program,Bradford West Gwillimbury,Central West,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2023-03-15,Industrial Health & Safety Program,Woodbridge,Central West,332311.0,Prefabricated Metal Building and Component Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2023-03-15,Health Care Health & Safety Program,Uxbridge,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-03-15,Industrial Health & Safety Program,London,Western,452110.0,Department Stores,RETL,Retail,50 or More
2023-03-15,Industrial Health & Safety Program,Pickering,Central East,326290.0,Other rubber product manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2023-03-15,Health Care Health & Safety Program,Mississauga,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-03-15,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-03-15,Industrial Health & Safety Program,Barrie,Central West,327215.0,Glass Product Manufacturing from Purchased Glass,NECI,NEC - Industrial,20 to 49
2023-03-15,Industrial Health & Safety Program,Harley,South Western,332710.0,Machine Shops,FABR,Wood & Metal Fabrication,50 or More
2018-04-15,Health Care Health & Safety Program,Waterloo,Western,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2018-04-15,Construction Health & Safety Program,Cambridge,South Western,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,6 to 19
2018-04-15,Industrial Health & Safety Program,Toronto,Central East,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2018-04-15,Industrial Health & Safety Program,Newmarket,Central West,237310.0,"Highway, Street and Bridge Construction",CONY,Construction Premises,20 to 49
2018-04-15,Industrial Health & Safety Program,Hanover,Central East,452110.0,Department Stores,RETL,Retail,50 or More
2018-04-15,Industrial Health & Safety Program,Toronto,Central East,713910.0,Golf Courses and Country Clubs,REST,Restaurants,50 or More
2018-04-15,Industrial Health & Safety Program,CAMBRIDGE,Western,561730.0,Landscaping Services,AGRI,Agricultural Services,6 to 19
2018-04-15,Health Care Health & Safety Program,Toronto,Central East,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2018-04-15,Industrial Health & Safety Program,Stoney Creek,South Western,416390.0,Other specialty-line building supplies merchant wholesalers,RETL,Retail,6 to 19
2019-04-15,Construction Health & Safety Program,Iroquois Falls,Northern,237110.0,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,6 to 19
2019-04-15,Industrial Health & Safety Program,Toronto,Central East,493120.0,Refrigerated Warehousing and Storage,TRAN,Transportation,20 to 49
2019-04-15,Industrial Health & Safety Program,KITCHENER,Western,812190.0,Other Personal Care Services,EDUC,Education,6 to 19
2019-04-15,Industrial Health & Safety Program,Mississauga,Central West,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2019-04-15,Industrial Health & Safety Program,Toronto,Central East,115310.0,Support Activities for Forestry,INDS,Industrial Services,20 to 49
2019-04-15,Industrial Health & Safety Program,TIMMINS,Northern,722512.0,Limited-service eating places,REST,Restaurants,50 or More
2019-04-15,Construction Health & Safety Program,Belleville,Eastern,238190.0,"Other Foundation, Structure and Building Exterior Contractors",RESS,Single Family Housing,50 or More
2019-04-15,Industrial Health & Safety Program,Scarborough,Central East,326193.0,Motor Vehicle Plastic Parts Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2019-04-15,Construction Health & Safety Program,Tweed,Eastern,238910.0,Site Preparation Contractors,GRAD,Excavation - Grading,6 to 19
2019-04-15,Industrial Health & Safety Program,Breslau,South Western,332319.0,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2020-04-15,Industrial Health & Safety Program,Toronto,Central East,336370.0,Motor Vehicle Metal Stamping,AUTO,Automotive,50 or More
2020-04-15,Construction Health & Safety Program,Trenton,Eastern,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2020-04-15,Construction Health & Safety Program,Ottawa East,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-04-15,Industrial Health & Safety Program,MacTier,Eastern,326196.0,Plastic Window and Door Manufacturing,TRAN,Transportation,20 to 49
2020-04-15,Industrial Health & Safety Program,Toronto,Central East,912910.0,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
2020-04-15,Health Care Health & Safety Program,CAMBRIDGE,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-04-15,Industrial Health & Safety Program,Welland,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-04-15,Industrial Health & Safety Program,Simcoe,South Western,623999.0,All Other Residential Care Facilities,GOVT,Government,50 or More
2021-04-15,Industrial Health & Safety Program,Milton,South Western,336410.0,Aerospace product and parts manufacturing,NECI,NEC - Industrial,50 or More
2022-04-15,Health Care Health & Safety Program,Kitchener,Western,623110.0,Nursing Care Facilities,HFRC,Homes for Residential Care,50 or More
2023-04-15,Industrial Health & Safety Program,Markham,Central West,561310.0,Employment Placement Agencies and Executive Search Services,OFFS,Offices & Related Services,6 to 19
2023-04-15,Industrial Health & Safety Program,North Bay,Northern,444120.0,Paint and Wallpaper Stores,RETL,Retail,1 to 5
2023-04-15,Industrial Health & Safety Program,Ingersoll,Western,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",CONY,Construction Premises,6 to 19
2017-05-15,Industrial Health & Safety Program,TIMMINS,Northern,336211.0,Motor Vehicle Body Manufacturing,AUTO,Automotive,50 or More
2017-05-15,Industrial Health & Safety Program,South Buxton,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2017-05-15,Construction Health & Safety Program,GUELPH,Western,236110.0,Residential Building Construction,RESS,Single Family Housing,50 or More
2017-05-15,Health Care Health & Safety Program,Orangeville,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-05-15,Construction Health & Safety Program,Brampton,Central West,236210.0,Industrial Building and Structure Construction,INST,Institutional Building Construction,6 to 19
2017-05-15,Industrial Health & Safety Program,Brantford,South Western,452999.0,All Other Miscellaneous General Merchandise Stores,RETL,Retail,6 to 19
2018-05-15,Health Care Health & Safety Program,Toronto,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2018-05-15,Construction Health & Safety Program,Toronto,Central East,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,50 or More
2018-05-15,Industrial Health & Safety Program,London,Western,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
2018-05-15,Industrial Health & Safety Program,CAMBRIDGE,Western,454390.0,Other Direct Selling Establishments,RETL,Retail,50 or More
2018-05-15,Industrial Health & Safety Program,Pickering,Central East,611310.0,Universities,EDUC,Education,50 or More
2018-05-15,Industrial Health & Safety Program,Toronto,Central East,624220.0,Community Housing Services,NECI,NEC - Industrial,1 to 5
2018-05-15,Industrial Health & Safety Program,Toronto,Central East,913130.0,Municipal Police Services,PLCE,Police,20 to 49
2019-05-15,Industrial Health & Safety Program,Toronto,Central East,488190.0,Other Support Activities for Air Transportation,TRAN,Transportation,50 or More
2019-05-15,Industrial Health & Safety Program,Toronto,Central East,611310.0,Universities,EDUC,Education,20 to 49
2019-05-15,Industrial Health & Safety Program,Owen Sound,Western,722310.0,Food Service Contractors,REST,Restaurants,50 or More
2019-05-15,Industrial Health & Safety Program,Burlington,South Western,446199.0,All Other Health and Personal Care Stores,RETL,Retail,6 to 19
2019-05-15,Industrial Health & Safety Program,Bolton,Central West,332118.0,Stamping,FABR,Wood & Metal Fabrication,50 or More
2019-05-15,Industrial Health & Safety Program,Toronto,Central East,444190.0,Other Building Material Dealers,RETL,Retail,1 to 5
2019-05-15,Industrial Health & Safety Program,Hamilton,South Western,326193.0,Motor Vehicle Plastic Parts Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
